Security,US0001M  Index                                                  ,,Security,US0002M  Index                                                  ,,Security,US0003M  Index                                                  
Start Date,38355,,Start Date,38355,,Start Date,38355
End Date,44258,,End Date,44258,,End Date,44258
Period,D,,Period,D,,Period,D
,,,,,,,
Date,PX_ASK,,Date,PX_ASK,,Date,PX_ASK
2018/7/9,2.0775,,2018/7/9,2.17175,,2018/7/9,2.33313
2018/7/10,2.0665,,2018/7/10,2.16713,,2018/7/10,2.33744
2018/7/11,2.07425,,2018/7/11,2.17288,,2018/7/11,2.337
2018/7/12,2.07163,,2018/7/12,2.17313,,2018/7/12,2.33919
2018/7/13,2.07325,,2018/7/13,2.17338,,2018/7/13,2.336
2018/7/16,2.0785,,2018/7/16,2.1735,,2018/7/16,2.33263
2018/7/17,2.08175,,2018/7/17,2.17313,,2018/7/17,2.34194
2018/7/18,2.08625,,2018/7/18,2.179,,2018/7/18,2.3475
2018/7/19,2.081,,2018/7/19,2.17963,,2018/7/19,2.34706
2018/7/20,2.069,,2018/7/20,2.17938,,2018/7/20,2.34156
2018/7/23,2.06363,,2018/7/23,2.16463,,2018/7/23,2.33531
2018/7/24,2.07013,,2018/7/24,2.17238,,2018/7/24,2.33488
2018/7/25,2.07688,,2018/7/25,2.174,,2018/7/25,2.33688
2018/7/26,2.07163,,2018/7/26,2.17138,,2018/7/26,2.33888
2018/7/27,2.07675,,2018/7/27,2.16875,,2018/7/27,2.34238
2018/7/30,2.0815,,2018/7/30,2.17363,,2018/7/30,2.34313
2018/7/31,2.08138,,2018/7/31,2.17906,,2018/7/31,2.34856
2018/8/1,2.08213,,2018/8/1,2.18075,,2018/8/1,2.34825
2018/8/2,2.08019,,2018/8/2,2.18206,,2018/8/2,2.3405
2018/8/3,2.07931,,2018/8/3,2.18238,,2018/8/3,2.343
2018/8/6,2.08256,,2018/8/6,2.17844,,2018/8/6,2.34325
2018/8/7,2.07113,,2018/8/7,2.18381,,2018/8/7,2.34144
2018/8/8,2.06344,,2018/8/8,2.1855,,2018/8/8,2.3405
2018/8/9,2.06731,,2018/8/9,2.19238,,2018/8/9,2.338
2018/8/10,2.06675,,2018/8/10,2.18638,,2018/8/10,2.31925
2018/8/13,2.06269,,2018/8/13,2.17838,,2018/8/13,2.31375
2018/8/14,2.0635,,2018/8/14,2.18263,,2018/8/14,2.31519
2018/8/15,2.06,,2018/8/15,2.18275,,2018/8/15,2.31175
2018/8/16,2.07738,,2018/8/16,2.19613,,2018/8/16,2.32225
2018/8/17,2.06938,,2018/8/17,2.18588,,2018/8/17,2.31188
2018/8/20,2.067,,2018/8/20,2.19125,,2018/8/20,2.30963
2018/8/21,2.06588,,2018/8/21,2.19138,,2018/8/21,2.31025
2018/8/22,2.066,,2018/8/22,2.1895,,2018/8/22,2.31175
2018/8/23,2.06475,,2018/8/23,2.197,,2018/8/23,2.31138
2018/8/24,2.07275,,2018/8/24,2.196,,2018/8/24,2.31725
2018/8/28,2.07488,,2018/8/28,2.19963,,2018/8/28,2.31475
2018/8/29,2.07588,,2018/8/29,2.195,,2018/8/29,2.31263
2018/8/30,2.10375,,2018/8/30,2.2085,,2018/8/30,2.32125
2018/8/31,2.11375,,2018/8/31,2.20613,,2018/8/31,2.32075
2018/9/3,2.1095,,2018/9/3,2.20638,,2018/9/3,2.31563
2018/9/4,2.12031,,2018/9/4,2.21188,,2018/9/4,2.32275
2018/9/5,2.1205,,2018/9/5,2.20688,,2018/9/5,2.31681
2018/9/6,2.13256,,2018/9/6,2.2095,,2018/9/6,2.32706
2018/9/7,2.131,,2018/9/7,2.21088,,2018/9/7,2.33125
2018/9/10,2.13894,,2018/9/10,2.21725,,2018/9/10,2.33425
2018/9/11,2.14794,,2018/9/11,2.22113,,2018/9/11,2.33425
2018/9/12,2.13444,,2018/9/12,2.21475,,2018/9/12,2.3315
2018/9/13,2.15844,,2018/9/13,2.231,,2018/9/13,2.33413
2018/9/14,2.16469,,2018/9/14,2.23175,,2018/9/14,2.33713
2018/9/17,2.16813,,2018/9/17,2.23363,,2018/9/17,2.33875
2018/9/18,2.16525,,2018/9/18,2.2375,,2018/9/18,2.3375
2018/9/19,2.18244,,2018/9/19,2.2475,,2018/9/19,2.35338
2018/9/20,2.21219,,2018/9/20,2.2635,,2018/9/20,2.36638
2018/9/21,2.21581,,2018/9/21,2.26788,,2018/9/21,2.37263
2018/9/24,2.21819,,2018/9/24,2.2725,,2018/9/24,2.37363
2018/9/25,2.23006,,2018/9/25,2.283,,2018/9/25,2.381
2018/9/26,2.24219,,2018/9/26,2.29425,,2018/9/26,2.38613
2018/9/27,2.256,,2018/9/27,2.30375,,2018/9/27,2.396
2018/9/28,2.26056,,2018/9/28,2.31075,,2018/9/28,2.39838
2018/10/1,2.26513,,2018/10/1,2.30975,,2018/10/1,2.39813
2018/10/2,2.27394,,2018/10/2,2.31988,,2018/10/2,2.4075
2018/10/3,2.27925,,2018/10/3,2.31925,,2018/10/3,2.40825
2018/10/4,2.28063,,2018/10/4,2.32388,,2018/10/4,2.40963
2018/10/5,2.27669,,2018/10/5,2.31875,,2018/10/5,2.40806
2018/10/8,2.28406,,2018/10/8,2.32175,,2018/10/8,2.41425
2018/10/9,2.28713,,2018/10/9,2.314,,2018/10/9,2.42044
2018/10/10,2.28319,,2018/10/10,2.3225,,2018/10/10,2.42519
2018/10/11,2.2795,,2018/10/11,2.33075,,2018/10/11,2.43631
2018/10/12,2.27975,,2018/10/12,2.33413,,2018/10/12,2.43644
2018/10/15,2.2895,,2018/10/15,2.344,,2018/10/15,2.44881
2018/10/16,2.28713,,2018/10/16,2.33575,,2018/10/16,2.44456
2018/10/17,2.282,,2018/10/17,2.3335,,2018/10/17,2.44963
2018/10/18,2.27963,,2018/10/18,2.34838,,2018/10/18,2.469
2018/10/19,2.28188,,2018/10/19,2.35538,,2018/10/19,2.47719
2018/10/22,2.2865,,2018/10/22,2.36113,,2018/10/22,2.48738
2018/10/23,2.28138,,2018/10/23,2.35613,,2018/10/23,2.48988
2018/10/24,2.29406,,2018/10/24,2.36463,,2018/10/24,2.508
2018/10/25,2.29494,,2018/10/25,2.37975,,2018/10/25,2.50925
2018/10/26,2.29669,,2018/10/26,2.38531,,2018/10/26,2.52038
2018/10/29,2.302,,2018/10/29,2.39106,,2018/10/29,2.52663
2018/10/30,2.29938,,2018/10/30,2.39338,,2018/10/30,2.541
2018/10/31,2.30688,,2018/10/31,2.39638,,2018/10/31,2.5585
2018/11/1,2.31356,,2018/11/1,2.418,,2018/11/1,2.5815
2018/11/2,2.31788,,2018/11/2,2.42625,,2018/11/2,2.59238
2018/11/5,2.316,,2018/11/5,2.4295,,2018/11/5,2.58925
2018/11/6,2.31688,,2018/11/6,2.42863,,2018/11/6,2.59125
2018/11/7,2.31531,,2018/11/7,2.4455,,2018/11/7,2.60113
2018/11/8,2.31844,,2018/11/8,2.45863,,2018/11/8,2.61463
2018/11/9,2.31438,,2018/11/9,2.45513,,2018/11/9,2.61813
2018/11/12,2.30663,,2018/11/12,2.44525,,2018/11/12,2.61413
2018/11/13,2.3065,,2018/11/13,2.44413,,2018/11/13,2.61613
2018/11/14,2.31038,,2018/11/14,2.44531,,2018/11/14,2.629
2018/11/15,2.3025,,2018/11/15,2.44913,,2018/11/15,2.64
2018/11/16,2.30088,,2018/11/16,2.45213,,2018/11/16,2.6445
2018/11/19,2.30025,,2018/11/19,2.45769,,2018/11/19,2.64581
2018/11/20,2.3055,,2018/11/20,2.4585,,2018/11/20,2.65313
2018/11/21,2.31513,,2018/11/21,2.47313,,2018/11/21,2.67694
2018/11/22,2.31488,,2018/11/22,2.48013,,2018/11/22,2.68925
2018/11/23,2.32188,,2018/11/23,2.49538,,2018/11/23,2.69119
2018/11/26,2.33675,,2018/11/26,2.49525,,2018/11/26,2.70681
2018/11/27,2.34931,,2018/11/27,2.499,,2018/11/27,2.706
2018/11/28,2.34463,,2018/11/28,2.495,,2018/11/28,2.70663
2018/11/29,2.34925,,2018/11/29,2.51125,,2018/11/29,2.73813
2018/11/30,2.34694,,2018/11/30,2.51006,,2018/11/30,2.73613
2018/12/3,2.37888,,2018/12/3,2.53656,,2018/12/3,2.75125
2018/12/4,2.3795,,2018/12/4,2.53625,,2018/12/4,2.73888
2018/12/5,2.38325,,2018/12/5,2.54275,,2018/12/5,2.76575
2018/12/6,2.38694,,2018/12/6,2.54044,,2018/12/6,2.76713
2018/12/7,2.40019,,2018/12/7,2.54525,,2018/12/7,2.77106
2018/12/10,2.4205,,2018/12/10,2.56763,,2018/12/10,2.77594
2018/12/11,2.43238,,2018/12/11,2.57981,,2018/12/11,2.779
2018/12/12,2.44013,,2018/12/12,2.58494,,2018/12/12,2.7775
2018/12/13,2.45513,,2018/12/13,2.58863,,2018/12/13,2.78819
2018/12/14,2.455,,2018/12/14,2.588,,2018/12/14,2.80069
2018/12/17,2.46963,,2018/12/17,2.59063,,2018/12/17,2.80363
2018/12/18,2.47013,,2018/12/18,2.58725,,2018/12/18,2.792
2018/12/19,2.47938,,2018/12/19,2.58956,,2018/12/19,2.78963
2018/12/20,2.50375,,2018/12/20,2.61738,,2018/12/20,2.82375
2018/12/21,2.50625,,2018/12/21,2.61188,,2018/12/21,2.82163
2018/12/24,2.50563,,2018/12/24,2.61175,,2018/12/24,2.81344
2018/12/27,2.52238,,2018/12/27,2.619,,2018/12/27,2.803
2018/12/28,2.51988,,2018/12/28,2.6195,,2018/12/28,2.797
2018/12/31,2.50269,,2018/12/31,2.61375,,2018/12/31,2.80763
2019/1/2,2.50713,,2019/1/2,2.61738,,2019/1/2,2.79388
2019/1/3,2.51275,,2019/1/3,2.62038,,2019/1/3,2.795
2019/1/4,2.52056,,2019/1/4,2.62313,,2019/1/4,2.80388
2019/1/7,2.51113,,2019/1/7,2.63388,,2019/1/7,2.79681
2019/1/8,2.5155,,2019/1/8,2.64638,,2019/1/8,2.7825
2019/1/9,2.51875,,2019/1/9,2.65288,,2019/1/9,2.79888
2019/1/10,2.51419,,2019/1/10,2.65275,,2019/1/10,2.79694
2019/1/11,2.50894,,2019/1/11,2.648,,2019/1/11,2.78731
2019/1/14,2.51006,,2019/1/14,2.637,,2019/1/14,2.77894
2019/1/15,2.5075,,2019/1/15,2.63963,,2019/1/15,2.77344
2019/1/16,2.51325,,2019/1/16,2.64225,,2019/1/16,2.78031
2019/1/17,2.503,,2019/1/17,2.63313,,2019/1/17,2.77575
2019/1/18,2.506,,2019/1/18,2.62963,,2019/1/18,2.761
2019/1/21,2.51225,,2019/1/21,2.63438,,2019/1/21,2.77238
2019/1/22,2.519,,2019/1/22,2.64188,,2019/1/22,2.77925
2019/1/23,2.51,,2019/1/23,2.627,,2019/1/23,2.77063
2019/1/24,2.50188,,2019/1/24,2.625,,2019/1/24,2.76475
2019/1/25,2.5,,2019/1/25,2.64638,,2019/1/25,2.75163
2019/1/28,2.50175,,2019/1/28,2.64613,,2019/1/28,2.7505
2019/1/29,2.49888,,2019/1/29,2.63363,,2019/1/29,2.74438
2019/1/30,2.50913,,2019/1/30,2.61925,,2019/1/30,2.73625
2019/1/31,2.51375,,2019/1/31,2.62525,,2019/1/31,2.7375
2019/2/1,2.514,,2019/2/1,2.6285,,2019/2/1,2.73263
2019/2/4,2.51313,,2019/2/4,2.63775,,2019/2/4,2.73438
2019/2/5,2.51225,,2019/2/5,2.62013,,2019/2/5,2.7385
2019/2/6,2.51263,,2019/2/6,2.60925,,2019/2/6,2.73763
2019/2/7,2.51688,,2019/2/7,2.61013,,2019/2/7,2.697
2019/2/8,2.50413,,2019/2/8,2.59388,,2019/2/8,2.69775
2019/2/11,2.49788,,2019/2/11,2.5855,,2019/2/11,2.688
2019/2/12,2.49375,,2019/2/12,2.59113,,2019/2/12,2.69288
2019/2/13,2.48875,,2019/2/13,2.59888,,2019/2/13,2.68375
2019/2/14,2.48138,,2019/2/14,2.5905,,2019/2/14,2.69388
2019/2/15,2.48038,,2019/2/15,2.58425,,2019/2/15,2.68288
2019/2/18,2.48475,,2019/2/18,2.57813,,2019/2/18,2.64363
2019/2/19,2.48225,,2019/2/19,2.57813,,2019/2/19,2.64125
2019/2/20,2.48113,,2019/2/20,2.5735,,2019/2/20,2.66338
2019/2/21,2.48988,,2019/2/21,2.57063,,2019/2/21,2.651
2019/2/22,2.48438,,2019/2/22,2.57638,,2019/2/22,2.64625
2019/2/25,2.47913,,2019/2/25,2.57675,,2019/2/25,2.63863
2019/2/26,2.493,,2019/2/26,2.57913,,2019/2/26,2.62888
2019/2/27,2.48925,,2019/2/27,2.57213,,2019/2/27,2.62613
2019/2/28,2.49038,,2019/2/28,2.56713,,2019/2/28,2.61513
2019/3/1,2.48188,,2019/3/1,2.56138,,2019/3/1,2.5985
2019/3/4,2.483,,2019/3/4,2.55975,,2019/3/4,2.60763
2019/3/5,2.48088,,2019/3/5,2.56063,,2019/3/5,2.60663
2019/3/6,2.49175,,2019/3/6,2.56188,,2019/3/6,2.5945
2019/3/7,2.49275,,2019/3/7,2.5615,,2019/3/7,2.60063
2019/3/8,2.4915,,2019/3/8,2.57013,,2019/3/8,2.59663
2019/3/11,2.49888,,2019/3/11,2.5715,,2019/3/11,2.60825
2019/3/12,2.48863,,2019/3/12,2.56925,,2019/3/12,2.59325
2019/3/13,2.48375,,2019/3/13,2.5685,,2019/3/13,2.61088
2019/3/14,2.48175,,2019/3/14,2.56675,,2019/3/14,2.61463
2019/3/15,2.48175,,2019/3/15,2.55838,,2019/3/15,2.62525
2019/3/18,2.48775,,2019/3/18,2.56475,,2019/3/18,2.63263
2019/3/19,2.48675,,2019/3/19,2.55813,,2019/3/19,2.61275
2019/3/20,2.49063,,2019/3/20,2.54438,,2019/3/20,2.607
2019/3/21,2.4855,,2019/3/21,2.55225,,2019/3/21,2.6015
2019/3/22,2.49888,,2019/3/22,2.556,,2019/3/22,2.60988
2019/3/25,2.48975,,2019/3/25,2.56238,,2019/3/25,2.60875
2019/3/26,2.4955,,2019/3/26,2.55775,,2019/3/26,2.59738
2019/3/27,2.49863,,2019/3/27,2.559,,2019/3/27,2.601
2019/3/28,2.5015,,2019/3/28,2.55238,,2019/3/28,2.59175
2019/3/29,2.4945,,2019/3/29,2.56388,,2019/3/29,2.59975
2019/4/1,2.49338,,2019/4/1,2.56188,,2019/4/1,2.5955
2019/4/2,2.47938,,2019/4/2,2.5595,,2019/4/2,2.60238
2019/4/3,2.47713,,2019/4/3,2.56075,,2019/4/3,2.59775
2019/4/4,2.4735,,2019/4/4,2.55425,,2019/4/4,2.58863
2019/4/5,2.47163,,2019/4/5,2.54425,,2019/4/5,2.59213
2019/4/8,2.48125,,2019/4/8,2.54763,,2019/4/8,2.584
2019/4/9,2.484,,2019/4/9,2.55263,,2019/4/9,2.58125
2019/4/10,2.482,,2019/4/10,2.5485,,2019/4/10,2.6035
2019/4/11,2.47263,,2019/4/11,2.53675,,2019/4/11,2.59675
2019/4/12,2.47738,,2019/4/12,2.54263,,2019/4/12,2.601
2019/4/15,2.47388,,2019/4/15,2.53488,,2019/4/15,2.588
2019/4/16,2.47975,,2019/4/16,2.53825,,2019/4/16,2.60088
2019/4/17,2.48738,,2019/4/17,2.54363,,2019/4/17,2.5915
2019/4/18,2.48088,,2019/4/18,2.54113,,2019/4/18,2.58113
2019/4/23,2.47663,,2019/4/23,2.53063,,2019/4/23,2.58025
2019/4/24,2.48338,,2019/4/24,2.54163,,2019/4/24,2.58638
2019/4/25,2.4785,,2019/4/25,2.54538,,2019/4/25,2.58238
2019/4/26,2.48313,,2019/4/26,2.54138,,2019/4/26,2.58275
2019/4/29,2.48588,,2019/4/29,2.53013,,2019/4/29,2.579
2019/4/30,2.4805,,2019/4/30,2.52625,,2019/4/30,2.57563
2019/5/1,2.48325,,2019/5/1,2.52438,,2019/5/1,2.5755
2019/5/2,2.46713,,2019/5/2,2.50688,,2019/5/2,2.56513
2019/5/3,2.46663,,2019/5/3,2.50838,,2019/5/3,2.55988
2019/5/7,2.46275,,2019/5/7,2.51475,,2019/5/7,2.562
2019/5/8,2.45138,,2019/5/8,2.501,,2019/5/8,2.54513
2019/5/9,2.45338,,2019/5/9,2.49638,,2019/5/9,2.53525
2019/5/10,2.449,,2019/5/10,2.48963,,2019/5/10,2.52788
2019/5/13,2.43963,,2019/5/13,2.49525,,2019/5/13,2.518
2019/5/14,2.43763,,2019/5/14,2.49863,,2019/5/14,2.5245
2019/5/15,2.43238,,2019/5/15,2.49575,,2019/5/15,2.52513
2019/5/16,2.44063,,2019/5/16,2.48913,,2019/5/16,2.51963
2019/5/17,2.44188,,2019/5/17,2.48788,,2019/5/17,2.52188
2019/5/20,2.436,,2019/5/20,2.48825,,2019/5/20,2.52338
2019/5/21,2.42963,,2019/5/21,2.49325,,2019/5/21,2.5235
2019/5/22,2.437,,2019/5/22,2.49725,,2019/5/22,2.52475
2019/5/23,2.42975,,2019/5/23,2.496,,2019/5/23,2.52063
2019/5/24,2.42813,,2019/5/24,2.48663,,2019/5/24,2.52488
2019/5/28,2.42938,,2019/5/28,2.48263,,2019/5/28,2.52375
2019/5/29,2.4385,,2019/5/29,2.48113,,2019/5/29,2.52175
2019/5/30,2.44,,2019/5/30,2.48013,,2019/5/30,2.52025
2019/5/31,2.4305,,2019/5/31,2.474,,2019/5/31,2.5025
2019/6/3,2.42988,,2019/6/3,2.45525,,2019/6/3,2.4785
2019/6/4,2.42088,,2019/6/4,2.4575,,2019/6/4,2.47438
2019/6/5,2.4185,,2019/6/5,2.45638,,2019/6/5,2.47163
2019/6/6,2.41163,,2019/6/6,2.43838,,2019/6/6,2.453
2019/6/7,2.41213,,2019/6/7,2.43013,,2019/6/7,2.45063
2019/6/10,2.41338,,2019/6/10,2.42075,,2019/6/10,2.43575
2019/6/11,2.41063,,2019/6/11,2.42838,,2019/6/11,2.4495
2019/6/12,2.40113,,2019/6/12,2.42038,,2019/6/12,2.42788
2019/6/13,2.39425,,2019/6/13,2.40238,,2019/6/13,2.41025
2019/6/14,2.38175,,2019/6/14,2.39438,,2019/6/14,2.402
2019/6/17,2.39025,,2019/6/17,2.40638,,2019/6/17,2.4185
2019/6/18,2.38288,,2019/6/18,2.39838,,2019/6/18,2.38663
2019/6/19,2.38338,,2019/6/19,2.39538,,2019/6/19,2.38613
2019/6/20,2.40363,,2019/6/20,2.381,,2019/6/20,2.34313
2019/6/21,2.40438,,2019/6/21,2.37663,,2019/6/21,2.34925
2019/6/24,2.40175,,2019/6/24,2.3495,,2019/6/24,2.33288
2019/6/25,2.40413,,2019/6/25,2.34125,,2019/6/25,2.31125
2019/6/26,2.40238,,2019/6/26,2.34538,,2019/6/26,2.32988
2019/6/27,2.40238,,2019/6/27,2.34088,,2019/6/27,2.31888
2019/6/28,2.398,,2019/6/28,2.33088,,2019/6/28,2.31988
2019/7/1,2.38775,,2019/7/1,2.339,,2019/7/1,2.33188
2019/7/2,2.3795,,2019/7/2,2.33838,,2019/7/2,2.313
2019/7/3,2.36,,2019/7/3,2.3355,,2019/7/3,2.2885
2019/7/4,2.36413,,2019/7/4,2.33475,,2019/7/4,2.30263
2019/7/5,2.3665,,2019/7/5,2.33738,,2019/7/5,2.31138
2019/7/8,2.37938,,2019/7/8,2.36475,,2019/7/8,2.33775
2019/7/9,2.36863,,2019/7/9,2.35788,,2019/7/9,2.34075
2019/7/10,2.36913,,2019/7/10,2.36363,,2019/7/10,2.3395
2019/7/11,2.325,,2019/7/11,2.32475,,2019/7/11,2.30338
2019/7/12,2.332,,2019/7/12,2.33375,,2019/7/12,2.32225
2019/7/15,2.31413,,2019/7/15,2.30838,,2019/7/15,2.30325
2019/7/16,2.30038,,2019/7/16,2.30188,,2019/7/16,2.29963
2019/7/17,2.29788,,2019/7/17,2.29538,,2019/7/17,2.3025
2019/7/18,2.2715,,2019/7/18,2.27988,,2019/7/18,2.27763
2019/7/19,2.26113,,2019/7/19,2.25975,,2019/7/19,2.25938
2019/7/22,2.26913,,2019/7/22,2.29363,,2019/7/22,2.28275
2019/7/23,2.266,,2019/7/23,2.286,,2019/7/23,2.2755
2019/7/24,2.26175,,2019/7/24,2.2805,,2019/7/24,2.26663
2019/7/25,2.24113,,2019/7/25,2.25263,,2019/7/25,2.25575
2019/7/26,2.237,,2019/7/26,2.247,,2019/7/26,2.26575
2019/7/29,2.23438,,2019/7/29,2.258,,2019/7/29,2.2555
2019/7/30,2.22975,,2019/7/30,2.2525,,2019/7/30,2.25313
2019/7/31,2.22425,,2019/7/31,2.25288,,2019/7/31,2.26563
2019/8/1,2.24413,,2019/8/1,2.2705,,2019/8/1,2.28675
2019/8/2,2.2285,,2019/8/2,2.24575,,2019/8/2,2.23925
2019/8/5,2.223,,2019/8/5,2.23238,,2019/8/5,2.209
2019/8/6,2.21275,,2019/8/6,2.223,,2019/8/6,2.187
2019/8/7,2.21125,,2019/8/7,2.224,,2019/8/7,2.1845
2019/8/8,2.20088,,2019/8/8,2.21375,,2019/8/8,2.181
2019/8/9,2.19425,,2019/8/9,2.206,,2019/8/9,2.17563
2019/8/12,2.19525,,2019/8/12,2.1895,,2019/8/12,2.17525
2019/8/13,2.19513,,2019/8/13,2.17963,,2019/8/13,2.15813
2019/8/14,2.19738,,2019/8/14,2.1905,,2019/8/14,2.16838
2019/8/15,2.182,,2019/8/15,2.15313,,2019/8/15,2.12375
2019/8/16,2.17213,,2019/8/16,2.156,,2019/8/16,2.13588
2019/8/19,2.16863,,2019/8/19,2.16663,,2019/8/19,2.1515
2019/8/20,2.17,,2019/8/20,2.166,,2019/8/20,2.1495
2019/8/21,2.16663,,2019/8/21,2.16975,,2019/8/21,2.14763
2019/8/22,2.14525,,2019/8/22,2.15938,,2019/8/22,2.13225
2019/8/23,2.1395,,2019/8/23,2.17138,,2019/8/23,2.14438
2019/8/27,2.11588,,2019/8/27,2.15238,,2019/8/27,2.11738
2019/8/28,2.112,,2019/8/28,2.14563,,2019/8/28,2.12413
2019/8/29,2.10025,,2019/8/29,2.14738,,2019/8/29,2.13175
2019/8/30,2.089,,2019/8/30,2.14963,,2019/8/30,2.13763
2019/9/2,2.08188,,2019/9/2,2.14625,,2019/9/2,2.13275
2019/9/3,2.06688,,2019/9/3,2.13738,,2019/9/3,2.12663
2019/9/4,2.05725,,2019/9/4,2.12,,2019/9/4,2.11238
2019/9/5,2.04213,,2019/9/5,2.1095,,2019/9/5,2.10213
2019/9/6,2.049,,2019/9/6,2.1445,,2019/9/6,2.13413
2019/9/9,2.0495,,2019/9/9,2.14538,,2019/9/9,2.13838
2019/9/10,2.03863,,2019/9/10,2.12838,,2019/9/10,2.13163
2019/9/11,2.03588,,2019/9/11,2.12425,,2019/9/11,2.12725
2019/9/12,2.0275,,2019/9/12,2.12275,,2019/9/12,2.1185
2019/9/13,2.02475,,2019/9/13,2.11513,,2019/9/13,2.13938
2019/9/16,2.04088,,2019/9/16,2.12338,,2019/9/16,2.14513
2019/9/17,2.057,,2019/9/17,2.14175,,2019/9/17,2.16413
2019/9/18,2.04425,,2019/9/18,2.13338,,2019/9/18,2.15588
2019/9/19,2.04588,,2019/9/19,2.12638,,2019/9/19,2.15888
2019/9/20,2.0365,,2019/9/20,2.11988,,2019/9/20,2.13463
2019/9/23,2.01838,,2019/9/23,2.09288,,2019/9/23,2.10625
2019/9/24,2.04588,,2019/9/24,2.09225,,2019/9/24,2.113
2019/9/25,2.05363,,2019/9/25,2.0895,,2019/9/25,2.09963
2019/9/26,2.0435,,2019/9/26,2.0865,,2019/9/26,2.10438
2019/9/27,2.0315,,2019/9/27,2.07088,,2019/9/27,2.09863
2019/9/30,2.01563,,2019/9/30,2.06538,,2019/9/30,2.08513
2019/10/1,2.01088,,2019/10/1,2.05963,,2019/10/1,2.08863
2019/10/2,1.99725,,2019/10/2,2.03388,,2019/10/2,2.05638
2019/10/3,1.9895,,2019/10/3,2.02238,,2019/10/3,2.04313
2019/10/4,1.978,,2019/10/4,2.00438,,2019/10/4,2.027
2019/10/7,1.94025,,2019/10/7,2.00213,,2019/10/7,2.012
2019/10/8,1.93875,,2019/10/8,1.99863,,2019/10/8,2.0095
2019/10/9,1.92738,,2019/10/9,1.9785,,2019/10/9,1.98425
2019/10/10,1.92125,,2019/10/10,1.96538,,2019/10/10,1.98613
2019/10/11,1.9135,,2019/10/11,1.97463,,2019/10/11,2.00088
2019/10/14,1.89075,,2019/10/14,1.9655,,2019/10/14,2.00088
2019/10/15,1.88913,,2019/10/15,1.96738,,2019/10/15,2.00213
2019/10/16,1.8775,,2019/10/16,1.96463,,2019/10/16,2.00325
2019/10/17,1.84638,,2019/10/17,1.93488,,2019/10/17,1.96588
2019/10/18,1.85025,,2019/10/18,1.9275,,2019/10/18,1.95325
2019/10/21,1.823,,2019/10/21,1.8975,,2019/10/21,1.934
2019/10/22,1.82175,,2019/10/22,1.88463,,2019/10/22,1.936
2019/10/23,1.82275,,2019/10/23,1.89763,,2019/10/23,1.93963
2019/10/24,1.80425,,2019/10/24,1.88575,,2019/10/24,1.93563
2019/10/25,1.80488,,2019/10/25,1.881,,2019/10/25,1.92813
2019/10/28,1.79963,,2019/10/28,1.88263,,2019/10/28,1.9355
2019/10/29,1.78588,,2019/10/29,1.86313,,2019/10/29,1.92713
2019/10/30,1.78138,,2019/10/30,1.859,,2019/10/30,1.90913
2019/10/31,1.78488,,2019/10/31,1.84,,2019/10/31,1.90225
2019/11/1,1.77425,,2019/11/1,1.83888,,2019/11/1,1.8905
2019/11/4,1.771,,2019/11/4,1.85338,,2019/11/4,1.90825
2019/11/5,1.76988,,2019/11/5,1.85463,,2019/11/5,1.8935
2019/11/6,1.755,,2019/11/6,1.84525,,2019/11/6,1.90425
2019/11/7,1.758,,2019/11/7,1.84675,,2019/11/7,1.90138
2019/11/8,1.759,,2019/11/8,1.85,,2019/11/8,1.90063
2019/11/11,1.76325,,2019/11/11,1.8385,,2019/11/11,1.90463
2019/11/12,1.76163,,2019/11/12,1.84188,,2019/11/12,1.90925
2019/11/13,1.76538,,2019/11/13,1.84575,,2019/11/13,1.90988
2019/11/14,1.7625,,2019/11/14,1.84075,,2019/11/14,1.90413
2019/11/15,1.73325,,2019/11/15,1.8325,,2019/11/15,1.90263
2019/11/18,1.72363,,2019/11/18,1.836,,2019/11/18,1.8985
2019/11/19,1.72163,,2019/11/19,1.83675,,2019/11/19,1.89463
2019/11/20,1.71563,,2019/11/20,1.8335,,2019/11/20,1.89875
2019/11/21,1.708,,2019/11/21,1.841,,2019/11/21,1.9095
2019/11/22,1.70275,,2019/11/22,1.83675,,2019/11/22,1.91725
2019/11/25,1.6995,,2019/11/25,1.842,,2019/11/25,1.91863
2019/11/26,1.70163,,2019/11/26,1.84363,,2019/11/26,1.90863
2019/11/27,1.69113,,2019/11/27,1.83463,,2019/11/27,1.91375
2019/11/28,1.7085,,2019/11/28,1.83575,,2019/11/28,1.90688
2019/11/29,1.69713,,2019/11/29,1.83988,,2019/11/29,1.9055
2019/12/2,1.69375,,2019/12/2,1.83388,,2019/12/2,1.90013
2019/12/3,1.70363,,2019/12/3,1.83563,,2019/12/3,1.8915
2019/12/4,1.71313,,2019/12/4,1.825,,2019/12/4,1.88713
2019/12/5,1.71013,,2019/12/5,1.82238,,2019/12/5,1.885
2019/12/6,1.71513,,2019/12/6,1.82175,,2019/12/6,1.8905
2019/12/9,1.71763,,2019/12/9,1.8205,,2019/12/9,1.88838
2019/12/10,1.73563,,2019/12/10,1.82613,,2019/12/10,1.88725
2019/12/11,1.7405,,2019/12/11,1.824,,2019/12/11,1.88738
2019/12/12,1.73975,,2019/12/12,1.83188,,2019/12/12,1.89363
2019/12/13,1.73738,,2019/12/13,1.83688,,2019/12/13,1.89963
2019/12/16,1.74488,,2019/12/16,1.83613,,2019/12/16,1.8985
