Security,US0001M  Index                                                  ,,Security,US0002M  Index                                                  ,,Security,US0003M  Index                                                  
Start Date,38355,,Start Date,38355,,Start Date,38355
End Date,44258,,End Date,44258,,End Date,44258
Period,D,,Period,D,,Period,D
,,,,,,,
Date,PX_ASK,,Date,PX_ASK,,Date,PX_ASK
2006/7/10,5.35563,,2006/7/10,5.43938,,2006/7/10,5.5
2006/7/11,5.35688,,2006/7/11,5.44,,2006/7/11,5.5
2006/7/12,5.35875,,2006/7/12,5.44,,2006/7/12,5.50031
2006/7/13,5.36875,,2006/7/13,5.44813,,2006/7/13,5.50688
2006/7/14,5.36875,,2006/7/14,5.44,,2006/7/14,5.49813
2006/7/17,5.37,,2006/7/17,5.44,,2006/7/17,5.49
2006/7/18,5.37813,,2006/7/18,5.44938,,2006/7/18,5.5
2006/7/19,5.38913,,2006/7/19,5.46,,2006/7/19,5.52
2006/7/20,5.4,,2006/7/20,5.46,,2006/7/20,5.51063
2006/7/21,5.385,,2006/7/21,5.44,,2006/7/21,5.485
2006/7/24,5.39375,,2006/7/24,5.445,,2006/7/24,5.49
2006/7/25,5.39813,,2006/7/25,5.44813,,2006/7/25,5.49
2006/7/26,5.4,,2006/7/26,5.45,,2006/7/26,5.5
2006/7/27,5.4,,2006/7/27,5.445,,2006/7/27,5.485
2006/7/28,5.40188,,2006/7/28,5.44813,,2006/7/28,5.48875
2006/7/31,5.39063,,2006/7/31,5.43,,2006/7/31,5.46563
2006/8/1,5.39,,2006/8/1,5.43,,2006/8/1,5.4675
2006/8/2,5.39563,,2006/8/2,5.43313,,2006/8/2,5.47188
2006/8/3,5.40625,,2006/8/3,5.44563,,2006/8/3,5.48
2006/8/4,5.42,,2006/8/4,5.46,,2006/8/4,5.49938
2006/8/7,5.36813,,2006/8/7,5.40438,,2006/8/7,5.44
2006/8/8,5.37,,2006/8/8,5.41,,2006/8/8,5.44594
2006/8/9,5.33,,2006/8/9,5.37,,2006/8/9,5.40375
2006/8/10,5.33,,2006/8/10,5.37,,2006/8/10,5.40188
2006/8/11,5.33,,2006/8/11,5.37,,2006/8/11,5.405
2006/8/14,5.33,,2006/8/14,5.37625,,2006/8/14,5.41625
2006/8/15,5.33,,2006/8/15,5.38063,,2006/8/15,5.42625
2006/8/16,5.33,,2006/8/16,5.37,,2006/8/16,5.41
2006/8/17,5.325,,2006/8/17,5.36,,2006/8/17,5.3925
2006/8/18,5.32563,,2006/8/18,5.36313,,2006/8/18,5.39938
2006/8/21,5.32438,,2006/8/21,5.36,,2006/8/21,5.39813
2006/8/22,5.32563,,2006/8/22,5.36,,2006/8/22,5.4
2006/8/23,5.32438,,2006/8/23,5.36,,2006/8/23,5.4
2006/8/24,5.32813,,2006/8/24,5.36,,2006/8/24,5.4
2006/8/25,5.33,,2006/8/25,5.36,,2006/8/25,5.4
2006/8/29,5.33,,2006/8/29,5.36,,2006/8/29,5.4
2006/8/30,5.33,,2006/8/30,5.36,,2006/8/30,5.4
2006/8/31,5.33,,2006/8/31,5.36,,2006/8/31,5.3975
2006/9/1,5.33,,2006/9/1,5.36,,2006/9/1,5.39063
2006/9/4,5.33,,2006/9/4,5.36,,2006/9/4,5.39
2006/9/5,5.33,,2006/9/5,5.36,,2006/9/5,5.39
2006/9/6,5.33,,2006/9/6,5.36,,2006/9/6,5.39
2006/9/7,5.33,,2006/9/7,5.36,,2006/9/7,5.39
2006/9/8,5.33,,2006/9/8,5.36,,2006/9/8,5.39
2006/9/11,5.33,,2006/9/11,5.36,,2006/9/11,5.39
2006/9/12,5.33,,2006/9/12,5.36,,2006/9/12,5.39
2006/9/13,5.33,,2006/9/13,5.36,,2006/9/13,5.39
2006/9/14,5.33,,2006/9/14,5.36,,2006/9/14,5.39
2006/9/15,5.33,,2006/9/15,5.36,,2006/9/15,5.39
2006/9/18,5.33,,2006/9/18,5.36,,2006/9/18,5.39
2006/9/19,5.33,,2006/9/19,5.36,,2006/9/19,5.39
2006/9/20,5.33,,2006/9/20,5.3575,,2006/9/20,5.38688
2006/9/21,5.33,,2006/9/21,5.36,,2006/9/21,5.38875
2006/9/22,5.32625,,2006/9/22,5.35,,2006/9/22,5.37063
2006/9/25,5.326,,2006/9/25,5.35,,2006/9/25,5.36781
2006/9/26,5.32375,,2006/9/26,5.35,,2006/9/26,5.36375
2006/9/27,5.32438,,2006/9/27,5.35,,2006/9/27,5.36688
2006/9/28,5.3225,,2006/9/28,5.35,,2006/9/28,5.37163
2006/9/29,5.32188,,2006/9/29,5.35,,2006/9/29,5.37
2006/10/2,5.3225,,2006/10/2,5.35,,2006/10/2,5.37
2006/10/3,5.32125,,2006/10/3,5.35,,2006/10/3,5.37
2006/10/4,5.32,,2006/10/4,5.35,,2006/10/4,5.37
2006/10/5,5.32,,2006/10/5,5.35,,2006/10/5,5.36813
2006/10/6,5.32,,2006/10/6,5.35,,2006/10/6,5.37
2006/10/9,5.32,,2006/10/9,5.35,,2006/10/9,5.37
2006/10/10,5.32,,2006/10/10,5.35,,2006/10/10,5.37188
2006/10/11,5.32,,2006/10/11,5.35,,2006/10/11,5.37344
2006/10/12,5.32,,2006/10/12,5.35,,2006/10/12,5.37375
2006/10/13,5.32,,2006/10/13,5.35,,2006/10/13,5.37375
2006/10/16,5.32,,2006/10/16,5.35,,2006/10/16,5.37438
2006/10/17,5.32,,2006/10/17,5.35,,2006/10/17,5.37438
2006/10/18,5.32,,2006/10/18,5.35,,2006/10/18,5.37375
2006/10/19,5.32,,2006/10/19,5.35,,2006/10/19,5.37375
2006/10/20,5.32,,2006/10/20,5.35,,2006/10/20,5.37563
2006/10/23,5.32,,2006/10/23,5.35,,2006/10/23,5.37688
2006/10/24,5.32,,2006/10/24,5.35,,2006/10/24,5.38
2006/10/25,5.32,,2006/10/25,5.35,,2006/10/25,5.38
2006/10/26,5.32,,2006/10/26,5.35,,2006/10/26,5.37625
2006/10/27,5.32,,2006/10/27,5.35,,2006/10/27,5.37563
2006/10/30,5.32,,2006/10/30,5.35938,,2006/10/30,5.37125
2006/10/31,5.32,,2006/10/31,5.36,,2006/10/31,5.37063
2006/11/1,5.32,,2006/11/1,5.36,,2006/11/1,5.37
2006/11/2,5.32,,2006/11/2,5.36,,2006/11/2,5.36813
2006/11/3,5.32,,2006/11/3,5.36,,2006/11/3,5.37
2006/11/6,5.32,,2006/11/6,5.36,,2006/11/6,5.37531
2006/11/7,5.32,,2006/11/7,5.36,,2006/11/7,5.37535
2006/11/8,5.32,,2006/11/8,5.36,,2006/11/8,5.37442
2006/11/9,5.32,,2006/11/9,5.36,,2006/11/9,5.37625
2006/11/10,5.32,,2006/11/10,5.36,,2006/11/10,5.37438
2006/11/13,5.32,,2006/11/13,5.36,,2006/11/13,5.37375
2006/11/14,5.32,,2006/11/14,5.36,,2006/11/14,5.375
2006/11/15,5.32,,2006/11/15,5.36,,2006/11/15,5.37313
2006/11/16,5.32,,2006/11/16,5.36,,2006/11/16,5.375
2006/11/17,5.32,,2006/11/17,5.36,,2006/11/17,5.375
2006/11/20,5.32,,2006/11/20,5.36,,2006/11/20,5.37063
2006/11/21,5.32,,2006/11/21,5.36,,2006/11/21,5.37
2006/11/22,5.32,,2006/11/22,5.36,,2006/11/22,5.37
2006/11/23,5.32,,2006/11/23,5.36,,2006/11/23,5.37
2006/11/24,5.32,,2006/11/24,5.36,,2006/11/24,5.37
2006/11/27,5.32,,2006/11/27,5.36,,2006/11/27,5.37
2006/11/28,5.32,,2006/11/28,5.36,,2006/11/28,5.37
2006/11/29,5.34938,,2006/11/29,5.36,,2006/11/29,5.36938
2006/11/30,5.35,,2006/11/30,5.36,,2006/11/30,5.37
2006/12/1,5.35,,2006/12/1,5.36,,2006/12/1,5.36563
2006/12/4,5.35,,2006/12/4,5.35219,,2006/12/4,5.3525
2006/12/5,5.35,,2006/12/5,5.35,,2006/12/5,5.35
2006/12/6,5.35,,2006/12/6,5.35,,2006/12/6,5.35
2006/12/7,5.35,,2006/12/7,5.35,,2006/12/7,5.35313
2006/12/8,5.35,,2006/12/8,5.35,,2006/12/8,5.35563
2006/12/11,5.35,,2006/12/11,5.35,,2006/12/11,5.36
2006/12/12,5.35,,2006/12/12,5.35,,2006/12/12,5.36
2006/12/13,5.35,,2006/12/13,5.35,,2006/12/13,5.36
2006/12/14,5.35,,2006/12/14,5.35,,2006/12/14,5.36063
2006/12/15,5.35,,2006/12/15,5.35,,2006/12/15,5.365
2006/12/18,5.35,,2006/12/18,5.35,,2006/12/18,5.365
2006/12/19,5.35,,2006/12/19,5.35,,2006/12/19,5.365
2006/12/20,5.35,,2006/12/20,5.35,,2006/12/20,5.365
2006/12/21,5.35,,2006/12/21,5.35,,2006/12/21,5.36563
2006/12/22,5.35,,2006/12/22,5.35,,2006/12/22,5.3625
2006/12/27,5.35,,2006/12/27,5.35,,2006/12/27,5.36375
2006/12/28,5.32563,,2006/12/28,5.34625,,2006/12/28,5.36
2006/12/29,5.32188,,2006/12/29,5.34563,,2006/12/29,5.36
2007/1/2,5.32063,,2007/1/2,5.345,,2007/1/2,5.36
2007/1/3,5.32,,2007/1/3,5.345,,2007/1/3,5.36
2007/1/4,5.32,,2007/1/4,5.345,,2007/1/4,5.36
2007/1/5,5.32,,2007/1/5,5.345,,2007/1/5,5.36
2007/1/8,5.32,,2007/1/8,5.34563,,2007/1/8,5.36
2007/1/9,5.32,,2007/1/9,5.34563,,2007/1/9,5.36
2007/1/10,5.32,,2007/1/10,5.345,,2007/1/10,5.36
2007/1/11,5.32,,2007/1/11,5.345,,2007/1/11,5.36
2007/1/12,5.32,,2007/1/12,5.345,,2007/1/12,5.36
2007/1/15,5.32,,2007/1/15,5.345,,2007/1/15,5.36025
2007/1/16,5.32,,2007/1/16,5.34438,,2007/1/16,5.36
2007/1/17,5.32,,2007/1/17,5.34438,,2007/1/17,5.36
2007/1/18,5.32,,2007/1/18,5.345,,2007/1/18,5.36
2007/1/19,5.32,,2007/1/19,5.34438,,2007/1/19,5.36
2007/1/22,5.32,,2007/1/22,5.34375,,2007/1/22,5.36
2007/1/23,5.32,,2007/1/23,5.34375,,2007/1/23,5.36
2007/1/24,5.32,,2007/1/24,5.345,,2007/1/24,5.36
2007/1/25,5.32,,2007/1/25,5.34438,,2007/1/25,5.36
2007/1/26,5.32,,2007/1/26,5.34563,,2007/1/26,5.36
2007/1/29,5.32,,2007/1/29,5.345,,2007/1/29,5.36
2007/1/30,5.32,,2007/1/30,5.345,,2007/1/30,5.36
2007/1/31,5.32,,2007/1/31,5.345,,2007/1/31,5.36
2007/2/1,5.32,,2007/2/1,5.345,,2007/2/1,5.36
2007/2/2,5.32,,2007/2/2,5.345,,2007/2/2,5.36
2007/2/5,5.32,,2007/2/5,5.345,,2007/2/5,5.36
2007/2/6,5.32,,2007/2/6,5.345,,2007/2/6,5.36
2007/2/7,5.32,,2007/2/7,5.345,,2007/2/7,5.36
2007/2/8,5.32,,2007/2/8,5.345,,2007/2/8,5.36
2007/2/9,5.32,,2007/2/9,5.345,,2007/2/9,5.36
2007/2/12,5.32,,2007/2/12,5.345,,2007/2/12,5.36
2007/2/13,5.32,,2007/2/13,5.345,,2007/2/13,5.36
2007/2/14,5.32,,2007/2/14,5.345,,2007/2/14,5.36
2007/2/15,5.32,,2007/2/15,5.345,,2007/2/15,5.36
2007/2/16,5.32,,2007/2/16,5.345,,2007/2/16,5.36
2007/2/19,5.32,,2007/2/19,5.345,,2007/2/19,5.36
2007/2/20,5.32,,2007/2/20,5.345,,2007/2/20,5.36
2007/2/21,5.32,,2007/2/21,5.345,,2007/2/21,5.36
2007/2/22,5.32,,2007/2/22,5.345,,2007/2/22,5.36
2007/2/23,5.32,,2007/2/23,5.345,,2007/2/23,5.36
2007/2/26,5.32,,2007/2/26,5.345,,2007/2/26,5.36
2007/2/27,5.32,,2007/2/27,5.345,,2007/2/27,5.36
2007/2/28,5.32,,2007/2/28,5.33813,,2007/2/28,5.34813
2007/3/1,5.32,,2007/3/1,5.3375,,2007/3/1,5.3475
2007/3/2,5.32,,2007/3/2,5.3375,,2007/3/2,5.34625
2007/3/5,5.31913,,2007/3/5,5.32563,,2007/3/5,5.33
2007/3/6,5.32,,2007/3/6,5.33,,2007/3/6,5.34
2007/3/7,5.32,,2007/3/7,5.33,,2007/3/7,5.34
2007/3/8,5.32,,2007/3/8,5.33,,2007/3/8,5.34
2007/3/9,5.32,,2007/3/9,5.33,,2007/3/9,5.34
2007/3/12,5.32,,2007/3/12,5.34,,2007/3/12,5.355
2007/3/13,5.32,,2007/3/13,5.34,,2007/3/13,5.35488
2007/3/14,5.32,,2007/3/14,5.33875,,2007/3/14,5.35
2007/3/15,5.32,,2007/3/15,5.34,,2007/3/15,5.35
2007/3/16,5.32,,2007/3/16,5.34,,2007/3/16,5.35
2007/3/19,5.32,,2007/3/19,5.34,,2007/3/19,5.35
2007/3/20,5.32,,2007/3/20,5.34,,2007/3/20,5.35
2007/3/21,5.32,,2007/3/21,5.34,,2007/3/21,5.35
2007/3/22,5.32,,2007/3/22,5.33738,,2007/3/22,5.34631
2007/3/23,5.32,,2007/3/23,5.33863,,2007/3/23,5.34788
2007/3/26,5.32,,2007/3/26,5.34,,2007/3/26,5.35
2007/3/27,5.32,,2007/3/27,5.34,,2007/3/27,5.35
2007/3/28,5.32,,2007/3/28,5.34,,2007/3/28,5.35
2007/3/29,5.32,,2007/3/29,5.34,,2007/3/29,5.34938
2007/3/30,5.32,,2007/3/30,5.34,,2007/3/30,5.35
2007/4/2,5.32,,2007/4/2,5.34,,2007/4/2,5.35
2007/4/3,5.32,,2007/4/3,5.34,,2007/4/3,5.35
2007/4/4,5.32,,2007/4/4,5.34,,2007/4/4,5.35
2007/4/5,5.32,,2007/4/5,5.34,,2007/4/5,5.35
2007/4/10,5.32,,2007/4/10,5.34,,2007/4/10,5.355
2007/4/11,5.32,,2007/4/11,5.34,,2007/4/11,5.355
2007/4/12,5.32,,2007/4/12,5.34,,2007/4/12,5.35563
2007/4/13,5.32,,2007/4/13,5.34,,2007/4/13,5.35688
2007/4/16,5.32,,2007/4/16,5.34,,2007/4/16,5.35875
2007/4/17,5.32,,2007/4/17,5.34,,2007/4/17,5.35988
2007/4/18,5.32,,2007/4/18,5.34,,2007/4/18,5.35813
2007/4/19,5.32,,2007/4/19,5.34,,2007/4/19,5.355
2007/4/20,5.32,,2007/4/20,5.34,,2007/4/20,5.355
2007/4/23,5.32,,2007/4/23,5.34,,2007/4/23,5.355
2007/4/24,5.32,,2007/4/24,5.34,,2007/4/24,5.355
2007/4/25,5.32,,2007/4/25,5.34,,2007/4/25,5.355
2007/4/26,5.32,,2007/4/26,5.34,,2007/4/26,5.355
2007/4/27,5.32,,2007/4/27,5.34,,2007/4/27,5.35625
2007/4/30,5.32,,2007/4/30,5.34,,2007/4/30,5.355
2007/5/1,5.32,,2007/5/1,5.34,,2007/5/1,5.355
2007/5/2,5.32,,2007/5/2,5.34,,2007/5/2,5.355
2007/5/3,5.32,,2007/5/3,5.34,,2007/5/3,5.35563
2007/5/4,5.32,,2007/5/4,5.34,,2007/5/4,5.35656
2007/5/8,5.32,,2007/5/8,5.34,,2007/5/8,5.35688
2007/5/9,5.32,,2007/5/9,5.34,,2007/5/9,5.35813
2007/5/10,5.32,,2007/5/10,5.34,,2007/5/10,5.36
2007/5/11,5.32,,2007/5/11,5.34,,2007/5/11,5.36
2007/5/14,5.32,,2007/5/14,5.34,,2007/5/14,5.36
2007/5/15,5.32,,2007/5/15,5.34,,2007/5/15,5.36
2007/5/16,5.32,,2007/5/16,5.34,,2007/5/16,5.36
2007/5/17,5.32,,2007/5/17,5.34,,2007/5/17,5.36
2007/5/18,5.32,,2007/5/18,5.34,,2007/5/18,5.36
2007/5/21,5.32,,2007/5/21,5.34,,2007/5/21,5.36
2007/5/22,5.32,,2007/5/22,5.34,,2007/5/22,5.36
2007/5/23,5.32,,2007/5/23,5.34,,2007/5/23,5.36
2007/5/24,5.32,,2007/5/24,5.34,,2007/5/24,5.36
2007/5/25,5.32,,2007/5/25,5.34,,2007/5/25,5.36
2007/5/29,5.32,,2007/5/29,5.34,,2007/5/29,5.36
2007/5/30,5.32,,2007/5/30,5.34,,2007/5/30,5.36
2007/5/31,5.32,,2007/5/31,5.34,,2007/5/31,5.36
2007/6/1,5.32,,2007/6/1,5.34,,2007/6/1,5.36
2007/6/4,5.32,,2007/6/4,5.34,,2007/6/4,5.36
2007/6/5,5.32,,2007/6/5,5.34,,2007/6/5,5.36
2007/6/6,5.32,,2007/6/6,5.34,,2007/6/6,5.36
2007/6/7,5.32,,2007/6/7,5.34,,2007/6/7,5.36
2007/6/8,5.32,,2007/6/8,5.34,,2007/6/8,5.36
2007/6/11,5.32,,2007/6/11,5.34,,2007/6/11,5.36
2007/6/12,5.32,,2007/6/12,5.34,,2007/6/12,5.36
2007/6/13,5.32,,2007/6/13,5.34,,2007/6/13,5.36
2007/6/14,5.32,,2007/6/14,5.34,,2007/6/14,5.36
2007/6/15,5.32,,2007/6/15,5.34,,2007/6/15,5.36
2007/6/18,5.32,,2007/6/18,5.34,,2007/6/18,5.36
2007/6/19,5.32,,2007/6/19,5.34,,2007/6/19,5.36
2007/6/20,5.32,,2007/6/20,5.34,,2007/6/20,5.36
2007/6/21,5.32,,2007/6/21,5.34,,2007/6/21,5.36
2007/6/22,5.32,,2007/6/22,5.34,,2007/6/22,5.36
2007/6/25,5.32,,2007/6/25,5.34,,2007/6/25,5.36
2007/6/26,5.32,,2007/6/26,5.34,,2007/6/26,5.36
2007/6/27,5.32,,2007/6/27,5.34,,2007/6/27,5.36
2007/6/28,5.32,,2007/6/28,5.34,,2007/6/28,5.36
2007/6/29,5.32,,2007/6/29,5.34,,2007/6/29,5.36
2007/7/2,5.32,,2007/7/2,5.34,,2007/7/2,5.36
2007/7/3,5.32,,2007/7/3,5.34,,2007/7/3,5.36
2007/7/4,5.32,,2007/7/4,5.34,,2007/7/4,5.36
2007/7/5,5.32,,2007/7/5,5.34,,2007/7/5,5.36
2007/7/6,5.32,,2007/7/6,5.34,,2007/7/6,5.36
2007/7/9,5.32,,2007/7/9,5.34,,2007/7/9,5.36
2007/7/10,5.32,,2007/7/10,5.34,,2007/7/10,5.36
2007/7/11,5.32,,2007/7/11,5.34,,2007/7/11,5.36
2007/7/12,5.32,,2007/7/12,5.34,,2007/7/12,5.36
2007/7/13,5.32,,2007/7/13,5.34,,2007/7/13,5.36
2007/7/16,5.32,,2007/7/16,5.34,,2007/7/16,5.36
2007/7/17,5.32,,2007/7/17,5.34,,2007/7/17,5.36
2007/7/18,5.32,,2007/7/18,5.34,,2007/7/18,5.36
2007/7/19,5.32,,2007/7/19,5.34,,2007/7/19,5.36
2007/7/20,5.32,,2007/7/20,5.34,,2007/7/20,5.36
2007/7/23,5.32,,2007/7/23,5.34,,2007/7/23,5.36
2007/7/24,5.32,,2007/7/24,5.34,,2007/7/24,5.36
2007/7/25,5.32,,2007/7/25,5.34,,2007/7/25,5.36
2007/7/26,5.32,,2007/7/26,5.34,,2007/7/26,5.36
2007/7/27,5.32,,2007/7/27,5.34,,2007/7/27,5.3575
2007/7/30,5.32,,2007/7/30,5.34,,2007/7/30,5.35625
2007/7/31,5.32,,2007/7/31,5.34,,2007/7/31,5.35866
2007/8/1,5.3275,,2007/8/1,5.34438,,2007/8/1,5.35953
2007/8/2,5.33,,2007/8/2,5.34625,,2007/8/2,5.36
2007/8/3,5.33,,2007/8/3,5.3465,,2007/8/3,5.36
2007/8/6,5.33,,2007/8/6,5.34313,,2007/8/6,5.35625
2007/8/7,5.33,,2007/8/7,5.34625,,2007/8/7,5.36
2007/8/8,5.35,,2007/8/8,5.36375,,2007/8/8,5.38
2007/8/9,5.54125,,2007/8/9,5.51125,,2007/8/9,5.5
2007/8/10,5.61875,,2007/8/10,5.59375,,2007/8/10,5.575
2007/8/13,5.61125,,2007/8/13,5.57625,,2007/8/13,5.5575
2007/8/14,5.58875,,2007/8/14,5.55,,2007/8/14,5.53
2007/8/15,5.56938,,2007/8/15,5.54,,2007/8/15,5.52
2007/8/16,5.5375,,2007/8/16,5.52375,,2007/8/16,5.51
2007/8/17,5.51,,2007/8/17,5.50625,,2007/8/17,5.5
2007/8/20,5.50125,,2007/8/20,5.4975,,2007/8/20,5.495
2007/8/21,5.5,,2007/8/21,5.4975,,2007/8/21,5.49438
2007/8/22,5.5,,2007/8/22,5.5,,2007/8/22,5.49875
2007/8/23,5.505,,2007/8/23,5.50625,,2007/8/23,5.505
2007/8/24,5.5025,,2007/8/24,5.50563,,2007/8/24,5.50563
2007/8/28,5.5075,,2007/8/28,5.50938,,2007/8/28,5.51
2007/8/29,5.565,,2007/8/29,5.55,,2007/8/29,5.54125
2007/8/30,5.665,,2007/8/30,5.61375,,2007/8/30,5.58
2007/8/31,5.72,,2007/8/31,5.655,,2007/8/31,5.62125
2007/9/3,5.765,,2007/9/3,5.6975,,2007/9/3,5.66875
2007/9/4,5.7975,,2007/9/4,5.72875,,2007/9/4,5.69813
2007/9/5,5.81875,,2007/9/5,5.75,,2007/9/5,5.72
2007/9/6,5.82,,2007/9/6,5.75375,,2007/9/6,5.72375
2007/9/7,5.82375,,2007/9/7,5.75375,,2007/9/7,5.725
2007/9/10,5.80625,,2007/9/10,5.73375,,2007/9/10,5.70375
2007/9/11,5.80313,,2007/9/11,5.73313,,2007/9/11,5.70313
2007/9/12,5.8,,2007/9/12,5.7325,,2007/9/12,5.70313
2007/9/13,5.7525,,2007/9/13,5.71688,,2007/9/13,5.69438
2007/9/14,5.61375,,2007/9/14,5.63125,,2007/9/14,5.64625
2007/9/17,5.5025,,2007/9/17,5.565,,2007/9/17,5.5975
2007/9/18,5.49625,,2007/9/18,5.55375,,2007/9/18,5.5875
2007/9/19,5.14875,,2007/9/19,5.19375,,2007/9/19,5.2375
2007/9/20,5.13625,,2007/9/20,5.175,,2007/9/20,5.21
2007/9/21,5.13125,,2007/9/21,5.17125,,2007/9/21,5.2025
2007/9/24,5.12875,,2007/9/24,5.17,,2007/9/24,5.2
2007/9/25,5.12875,,2007/9/25,5.16875,,2007/9/25,5.2
2007/9/26,5.12875,,2007/9/26,5.16813,,2007/9/26,5.19813
2007/9/27,5.1275,,2007/9/27,5.16875,,2007/9/27,5.23063
2007/9/28,5.12375,,2007/9/28,5.16625,,2007/9/28,5.22875
2007/10/1,5.12063,,2007/10/1,5.16625,,2007/10/1,5.23
2007/10/2,5.12625,,2007/10/2,5.16938,,2007/10/2,5.24
2007/10/3,5.125,,2007/10/3,5.16875,,2007/10/3,5.24375
2007/10/4,5.125,,2007/10/4,5.1675,,2007/10/4,5.24375
2007/10/5,5.12188,,2007/10/5,5.16563,,2007/10/5,5.24313
2007/10/8,5.12,,2007/10/8,5.16688,,2007/10/8,5.25313
2007/10/9,5.11625,,2007/10/9,5.16438,,2007/10/9,5.24875
2007/10/10,5.11,,2007/10/10,5.16125,,2007/10/10,5.2475
2007/10/11,5.09125,,2007/10/11,5.155,,2007/10/11,5.2425
2007/10/12,5.06,,2007/10/12,5.13375,,2007/10/12,5.22375
2007/10/15,5.045,,2007/10/15,5.11688,,2007/10/15,5.21438
2007/10/16,5.035,,2007/10/16,5.1075,,2007/10/16,5.20875
2007/10/17,5.02125,,2007/10/17,5.0975,,2007/10/17,5.19875
2007/10/18,4.9975,,2007/10/18,5.08,,2007/10/18,5.18
2007/10/19,4.95,,2007/10/19,5.04625,,2007/10/19,5.15125
2007/10/22,4.8925,,2007/10/22,4.99125,,2007/10/22,5.0925
2007/10/23,4.8725,,2007/10/23,4.965,,2007/10/23,5.08375
2007/10/24,4.85625,,2007/10/24,4.9475,,2007/10/24,5.065
2007/10/25,4.81875,,2007/10/25,4.8875,,2007/10/25,5.01063
2007/10/26,4.7925,,2007/10/26,4.8475,,2007/10/26,4.98375
2007/10/29,4.7525,,2007/10/29,4.8025,,2007/10/29,4.96
2007/10/30,4.71625,,2007/10/30,4.91125,,2007/10/30,4.91125
2007/10/31,4.70625,,2007/10/31,4.89625,,2007/10/31,4.89375
2007/11/1,4.6875,,2007/11/1,4.88375,,2007/11/1,4.8775
2007/11/2,4.6775,,2007/11/2,4.86938,,2007/11/2,4.865
2007/11/5,4.6675,,2007/11/5,4.875,,2007/11/5,4.875
2007/11/6,4.66688,,2007/11/6,4.89875,,2007/11/6,4.8975
2007/11/7,4.665,,2007/11/7,4.89938,,2007/11/7,4.89625
2007/11/8,4.66,,2007/11/8,4.88938,,2007/11/8,4.88688
2007/11/9,4.65938,,2007/11/9,4.88125,,2007/11/9,4.87938
2007/11/12,4.65313,,2007/11/12,4.87438,,2007/11/12,4.87
2007/11/13,4.65188,,2007/11/13,4.87188,,2007/11/13,4.86875
2007/11/14,4.65813,,2007/11/14,4.88,,2007/11/14,4.8775
2007/11/15,4.68625,,2007/11/15,4.90688,,2007/11/15,4.905
2007/11/16,4.74,,2007/11/16,4.9475,,2007/11/16,4.94875
2007/11/19,4.7675,,2007/11/19,4.98438,,2007/11/19,4.98188
2007/11/20,4.78,,2007/11/20,5.00188,,2007/11/20,5
2007/11/21,4.78313,,2007/11/21,5.0175,,2007/11/21,5.015
2007/11/22,4.78875,,2007/11/22,5.035,,2007/11/22,5.03
2007/11/23,4.79313,,2007/11/23,5.04688,,2007/11/23,5.04
2007/11/26,4.8,,2007/11/26,5.05688,,2007/11/26,5.05313
2007/11/27,4.80875,,2007/11/27,5.0675,,2007/11/27,5.06188
2007/11/28,4.82188,,2007/11/28,5.08563,,2007/11/28,5.08125
2007/11/29,5.225,,2007/11/29,5.1375,,2007/11/29,5.12375
2007/11/30,5.23625,,2007/11/30,5.15,,2007/11/30,5.13125
2007/12/3,5.24563,,2007/12/3,5.16,,2007/12/3,5.14063
2007/12/4,5.25188,,2007/12/4,5.17,,2007/12/4,5.15
2007/12/5,5.25,,2007/12/5,5.1725,,2007/12/5,5.15063
2007/12/6,5.2425,,2007/12/6,5.16813,,2007/12/6,5.14625
2007/12/7,5.2375,,2007/12/7,5.16,,2007/12/7,5.14063
2007/12/10,5.23188,,2007/12/10,5.155,,2007/12/10,5.1325
2007/12/11,5.20375,,2007/12/11,5.13438,,2007/12/11,5.11125
2007/12/12,5.1025,,2007/12/12,5.085,,2007/12/12,5.0575
2007/12/13,5.0275,,2007/12/13,5.01,,2007/12/13,4.99063
2007/12/14,4.99625,,2007/12/14,4.9825,,2007/12/14,4.96625
2007/12/17,4.965,,2007/12/17,4.955,,2007/12/17,4.94125
2007/12/18,4.94875,,2007/12/18,4.93813,,2007/12/18,4.92625
2007/12/19,4.93188,,2007/12/19,4.92313,,2007/12/19,4.91
2007/12/20,4.89625,,2007/12/20,4.895,,2007/12/20,4.88375
2007/12/21,4.865,,2007/12/21,4.86125,,2007/12/21,4.8575
2007/12/24,4.855,,2007/12/24,4.84875,,2007/12/24,4.8425
2007/12/27,4.845,,2007/12/27,4.83813,,2007/12/27,4.83
2007/12/28,4.63125,,2007/12/28,4.6825,,2007/12/28,4.72875
2007/12/31,4.6,,2007/12/31,4.6525,,2007/12/31,4.7025
2008/1/2,4.57,,2008/1/2,4.63625,,2008/1/2,4.68063
2008/1/3,4.54,,2008/1/3,4.60375,,2008/1/3,4.64625
2008/1/4,4.515,,2008/1/4,4.58,,2008/1/4,4.62
2008/1/7,4.44125,,2008/1/7,4.5,,2008/1/7,4.54313
2008/1/8,4.41125,,2008/1/8,4.46875,,2008/1/8,4.505
2008/1/9,4.37063,,2008/1/9,4.415,,2008/1/9,4.4425
2008/1/10,4.31938,,2008/1/10,4.3525,,2008/1/10,4.37688
2008/1/11,4.23625,,2008/1/11,4.2475,,2008/1/11,4.2575
2008/1/14,4.08125,,2008/1/14,4.06875,,2008/1/14,4.055
